Business,Country,COVb2a,COVb2b,COVb2c
4654,Poland,2,NA,NA
4655,Poland,1,22,NA
4656,Poland,2,NA,NA
4657,Poland,2,NA,NA
4658,Poland,NA,NA,NA
4659,Poland,2,NA,NA
4660,Poland,2,NA,NA
4661,Poland,3,NA,40
4662,Poland,2,NA,NA
4663,Poland,3,NA,5
4664,Poland,2,NA,NA
4665,Poland,NA,NA,NA
4666,Poland,2,NA,NA
4667,Poland,3,NA,40
4668,Poland,2,NA,NA
4669,Poland,3,NA,-9
4670,Poland,2,NA,NA
4671,Poland,NA,NA,NA
4672,Poland,NA,NA,NA
4673,Poland,NA,NA,NA
4674,Poland,NA,NA,NA
4675,Poland,2,NA,NA
4676,Poland,NA,NA,NA
4677,Poland,NA,NA,NA
4678,Poland,NA,NA,NA
4679,Poland,3,NA,30
4680,Poland,NA,NA,NA
4681,Poland,NA,NA,NA
4682,Poland,2,NA,NA
4683,Poland,3,NA,50
4684,Poland,1,5,NA
4685,Poland,2,NA,NA
4686,Poland,2,NA,NA
4687,Poland,2,NA,NA
4688,Poland,1,20,NA
4689,Poland,2,NA,NA
4690,Poland,2,NA,NA
4691,Poland,NA,NA,NA
4692,Poland,NA,NA,NA
4693,Poland,3,NA,25
4694,Poland,3,NA,22
4695,Poland,NA,NA,NA
4696,Poland,3,NA,20
4697,Poland,3,NA,45
4698,Poland,NA,NA,NA
4699,Poland,3,NA,15
4700,Poland,3,NA,20
4701,Poland,3,NA,60
4702,Poland,NA,NA,NA
4703,Poland,3,NA,5
4704,Poland,3,NA,40
4705,Poland,1,10,NA
4706,Poland,2,NA,NA
4707,Poland,2,NA,NA
4708,Poland,2,NA,NA
4709,Poland,3,NA,20
4710,Poland,NA,NA,NA
4711,Poland,3,NA,30
4712,Poland,NA,NA,NA
4713,Poland,3,NA,30
4714,Poland,1,10,NA
4715,Poland,2,NA,NA
4716,Poland,2,NA,NA
4717,Poland,3,NA,25
4718,Poland,NA,NA,NA
4719,Poland,NA,NA,NA
4720,Poland,3,NA,15
4721,Poland,3,NA,40
4722,Poland,3,NA,30
4723,Poland,3,NA,70
4724,Poland,NA,NA,NA
4725,Poland,3,NA,50
4726,Poland,3,NA,35
4727,Poland,3,NA,20
4728,Poland,2,NA,NA
4729,Poland,3,NA,30
4730,Poland,3,NA,45
4731,Poland,NA,NA,NA
4732,Poland,NA,NA,NA
4733,Poland,2,NA,NA
4734,Poland,3,NA,45
4735,Poland,3,NA,-9
4736,Poland,3,NA,-9
4737,Poland,-9,NA,NA
4738,Poland,3,NA,38
4739,Poland,3,NA,20
4740,Poland,3,NA,-9
4741,Poland,NA,NA,NA
4742,Poland,2,NA,NA
4743,Poland,2,NA,NA
4744,Poland,NA,NA,NA
4745,Poland,NA,NA,NA
4746,Poland,2,NA,NA
4747,Poland,3,NA,40
4748,Poland,NA,NA,NA
4749,Poland,2,NA,NA
4750,Poland,2,NA,NA
4751,Poland,3,NA,38
4752,Poland,3,NA,40
4753,Poland,1,20,NA
4754,Poland,3,NA,20
4755,Poland,3,NA,30
4756,Poland,NA,NA,NA
4757,Poland,NA,NA,NA
4758,Poland,NA,NA,NA
4759,Poland,3,NA,50
4760,Poland,3,NA,75
4761,Poland,NA,NA,NA
4762,Poland,3,NA,-9
4763,Poland,3,NA,20
4764,Poland,2,NA,NA
4765,Poland,3,NA,15
4766,Poland,NA,NA,NA
4767,Poland,3,NA,25
4768,Poland,3,NA,-9
4769,Poland,NA,NA,NA
4770,Poland,3,NA,50
4771,Poland,2,NA,NA
4772,Poland,2,NA,NA
4773,Poland,NA,NA,NA
4774,Poland,NA,NA,NA
4775,Poland,NA,NA,NA
4776,Poland,3,NA,40
4777,Poland,NA,NA,NA
4778,Poland,3,NA,20
4779,Poland,3,NA,30
4780,Poland,2,NA,NA
4781,Poland,3,NA,20
4782,Poland,2,NA,NA
4783,Poland,3,NA,30
4784,Poland,2,NA,NA
4785,Poland,3,NA,70
4786,Poland,NA,NA,NA
4787,Poland,3,NA,30
4788,Poland,2,NA,NA
4789,Poland,3,NA,30
4790,Poland,NA,NA,NA
4791,Poland,2,NA,NA
4792,Poland,3,NA,30
4793,Poland,2,NA,NA
4794,Poland,2,NA,NA
4795,Poland,2,NA,NA
4796,Poland,3,NA,10
4797,Poland,3,NA,15
4798,Poland,1,20,NA
4799,Poland,3,NA,30
4800,Poland,2,NA,NA
4801,Poland,2,NA,NA
4802,Poland,3,NA,40
4803,Poland,NA,NA,NA
4804,Poland,3,NA,20
4805,Poland,3,NA,30
4806,Poland,3,NA,50
4807,Poland,3,NA,-9
4808,Poland,3,NA,35
4809,Poland,2,NA,NA
4810,Poland,3,NA,25
4811,Poland,2,NA,NA
4812,Poland,3,NA,-9
4813,Poland,NA,NA,NA
4814,Poland,3,NA,30
4815,Poland,NA,NA,NA
4816,Poland,3,NA,35
4817,Poland,3,NA,30
4818,Poland,1,10,NA
4819,Poland,NA,NA,NA
4820,Poland,NA,NA,NA
4821,Poland,3,NA,40
4822,Poland,2,NA,NA
4823,Poland,3,NA,30
4824,Poland,3,NA,25
4825,Poland,3,NA,30
4826,Poland,2,NA,NA
4827,Poland,NA,NA,NA
4828,Poland,1,10,NA
4829,Poland,NA,NA,NA
4830,Poland,3,NA,10
4831,Poland,3,NA,30
4832,Poland,3,NA,20
4833,Poland,2,NA,NA
4834,Poland,NA,NA,NA
4835,Poland,3,NA,-9
4836,Poland,NA,NA,NA
4837,Poland,3,NA,40
4838,Poland,NA,NA,NA
4839,Poland,3,NA,50
4840,Poland,3,NA,-9
4841,Poland,3,NA,25
4842,Poland,3,NA,-9
4843,Poland,2,NA,NA
4844,Poland,NA,NA,NA
4845,Poland,NA,NA,NA
4846,Poland,3,NA,30
4847,Poland,1,20,NA
4848,Poland,3,NA,60
4849,Poland,2,NA,NA
4850,Poland,3,NA,10
4851,Poland,3,NA,90
4852,Poland,NA,NA,NA
4853,Poland,2,NA,NA
4854,Poland,NA,NA,NA
4855,Poland,NA,NA,NA
4856,Poland,NA,NA,NA
4857,Poland,1,15,NA
4858,Poland,NA,NA,NA
4859,Poland,3,NA,15
4860,Poland,3,NA,50
4861,Poland,3,NA,10
4862,Poland,2,NA,NA
4863,Poland,NA,NA,NA
4864,Poland,2,NA,NA
4865,Poland,3,NA,35
4866,Poland,3,NA,100
4867,Poland,3,NA,30
4868,Poland,NA,NA,NA
4869,Poland,NA,NA,NA
4870,Poland,NA,NA,NA
4871,Poland,2,NA,NA
4872,Poland,NA,NA,NA
4873,Poland,NA,NA,NA
4874,Poland,3,NA,20
4875,Poland,NA,NA,NA
4876,Poland,2,NA,NA
4877,Poland,2,NA,NA
4878,Poland,2,NA,NA
4879,Poland,NA,NA,NA
4880,Poland,3,NA,30
4881,Poland,3,NA,55
4882,Poland,3,NA,30
4883,Poland,NA,NA,NA
4884,Poland,1,50,NA
4885,Poland,3,NA,30
4886,Poland,NA,NA,NA
4887,Poland,3,NA,20
4888,Poland,2,NA,NA
4889,Poland,2,NA,NA
4890,Poland,3,NA,40
4891,Poland,2,NA,NA
4892,Poland,3,NA,15
4893,Poland,2,NA,NA
4894,Poland,3,NA,15
4895,Poland,2,NA,NA
4896,Poland,2,NA,NA
4897,Poland,NA,NA,NA
4898,Poland,NA,NA,NA
4899,Poland,NA,NA,NA
4900,Poland,3,NA,-9
4901,Poland,NA,NA,NA
4902,Poland,2,NA,NA
4903,Poland,NA,NA,NA
4904,Poland,3,NA,30
4905,Poland,3,NA,10
4906,Poland,NA,NA,NA
4907,Poland,2,NA,NA
4908,Poland,2,NA,NA
4909,Poland,NA,NA,NA
4910,Poland,3,NA,30
4911,Poland,NA,NA,NA
4912,Poland,2,NA,NA
4913,Poland,NA,NA,NA
4914,Poland,2,NA,NA
4915,Poland,NA,NA,NA
4916,Poland,2,NA,NA
4917,Poland,3,NA,90
4918,Poland,NA,NA,NA
4919,Poland,3,NA,25
4920,Poland,3,NA,-9
4921,Poland,3,NA,10
4922,Poland,NA,NA,NA
4923,Poland,NA,NA,NA
4924,Poland,2,NA,NA
4925,Poland,3,NA,30
4926,Poland,2,NA,NA
4927,Poland,3,NA,-9
4928,Poland,2,NA,NA
4929,Poland,2,NA,NA
4930,Poland,NA,NA,NA
4931,Poland,3,NA,25
4932,Poland,3,NA,50
4933,Poland,NA,NA,NA
4934,Poland,2,NA,NA
4935,Poland,NA,NA,NA
4936,Poland,2,NA,NA
4937,Poland,3,NA,30
4938,Poland,2,NA,NA
4939,Poland,3,NA,20
4940,Poland,1,15,NA
4941,Poland,2,NA,NA
4942,Poland,2,NA,NA
4943,Poland,3,NA,30
4944,Poland,3,NA,33
4945,Poland,2,NA,NA
4946,Poland,3,NA,28
4947,Poland,3,NA,20
4948,Poland,1,5,NA
4949,Poland,2,NA,NA
4950,Poland,3,NA,35
4951,Poland,3,NA,20
4952,Poland,2,NA,NA
4953,Poland,2,NA,NA
4954,Poland,NA,NA,NA
4955,Poland,2,NA,NA
4956,Poland,2,NA,NA
4957,Poland,3,NA,35
4958,Poland,NA,NA,NA
4959,Poland,NA,NA,NA
4960,Poland,2,NA,NA
4961,Poland,NA,NA,NA
4962,Poland,3,NA,100
4963,Poland,NA,NA,NA
4964,Poland,NA,NA,NA
4965,Poland,3,NA,50
4966,Poland,2,NA,NA
4967,Poland,2,NA,NA
4968,Poland,NA,NA,NA
4969,Poland,2,NA,NA
4970,Poland,NA,NA,NA
4971,Poland,NA,NA,NA
4972,Poland,3,NA,60
4973,Poland,1,10,NA
4974,Poland,NA,NA,NA
4975,Poland,NA,NA,NA
4976,Poland,2,NA,NA
4977,Poland,2,NA,NA
4978,Poland,2,NA,NA
4979,Poland,NA,NA,NA
4980,Poland,2,NA,NA
4981,Poland,NA,NA,NA
4982,Poland,-9,NA,NA
4983,Poland,NA,NA,NA
4984,Poland,3,NA,-9
4985,Poland,3,NA,30
4986,Poland,2,NA,NA
4987,Poland,2,NA,NA
4988,Poland,3,NA,5
4989,Poland,2,NA,NA
4990,Poland,NA,NA,NA
4991,Poland,3,NA,30
4992,Poland,2,NA,NA
4993,Poland,3,NA,20
4994,Poland,3,NA,15
4995,Poland,3,NA,20
4996,Poland,3,NA,-9
4997,Poland,NA,NA,NA
4998,Poland,3,NA,20
4999,Poland,2,NA,NA
5000,Poland,3,NA,20
5001,Poland,2,NA,NA
5002,Poland,2,NA,NA
5003,Poland,1,15,NA
5004,Poland,2,NA,NA
5005,Poland,3,NA,30
5006,Poland,1,-9,NA
5007,Poland,NA,NA,NA
5008,Poland,2,NA,NA
5009,Poland,3,NA,62
5010,Poland,2,NA,NA
5011,Poland,-9,NA,NA
5012,Poland,2,NA,NA
5013,Poland,NA,NA,NA
5014,Poland,NA,NA,NA
5015,Poland,2,NA,NA
5016,Poland,3,NA,40
5017,Poland,2,NA,NA
5018,Poland,3,NA,20
5019,Poland,3,NA,50
5020,Poland,2,NA,NA
5021,Poland,2,NA,NA
5022,Poland,NA,NA,NA
5023,Poland,1,15,NA
5024,Poland,NA,NA,NA
5025,Poland,3,NA,20
5026,Poland,3,NA,-9
5027,Poland,NA,NA,NA
5028,Poland,3,NA,15
5029,Poland,2,NA,NA
5030,Poland,3,NA,45
5031,Poland,3,NA,42
5032,Poland,1,-9,NA
5033,Poland,2,NA,NA
5034,Poland,3,NA,10
5035,Poland,3,NA,60
5036,Poland,NA,NA,NA
5037,Poland,3,NA,60
5038,Poland,3,NA,-9
5039,Poland,NA,NA,NA
5040,Poland,NA,NA,NA
5041,Poland,NA,NA,NA
5042,Poland,3,NA,30
5043,Poland,NA,NA,NA
5044,Poland,2,NA,NA
5045,Poland,3,NA,80
5046,Poland,NA,NA,NA
5047,Poland,NA,NA,NA
5048,Poland,3,NA,40
5049,Poland,3,NA,40
5050,Poland,NA,NA,NA
5051,Poland,1,-9,NA
5052,Poland,NA,NA,NA
5053,Poland,NA,NA,NA
5054,Poland,3,NA,-9
5055,Poland,NA,NA,NA
5056,Poland,NA,NA,NA
5057,Poland,1,10,NA
5058,Poland,3,NA,30
5059,Poland,NA,NA,NA
5060,Poland,2,NA,NA
5061,Poland,2,NA,NA
5062,Poland,3,NA,35
5063,Poland,3,NA,20
5064,Poland,NA,NA,NA
5065,Poland,2,NA,NA
5066,Poland,3,NA,-9
5067,Poland,2,NA,NA
5068,Poland,3,NA,42
5069,Poland,3,NA,40
5070,Poland,NA,NA,NA
5071,Poland,NA,NA,NA
5072,Poland,2,NA,NA
5073,Poland,3,NA,25
5074,Poland,2,NA,NA
5075,Poland,3,NA,15
5076,Poland,NA,NA,NA
5077,Poland,NA,NA,NA
5078,Poland,2,NA,NA
5079,Poland,3,NA,20
5080,Poland,3,NA,30
5081,Poland,NA,NA,NA
5082,Poland,NA,NA,NA
5083,Poland,2,NA,NA
5084,Poland,3,NA,50
5085,Poland,1,-9,NA
5086,Poland,2,NA,NA
5087,Poland,NA,NA,NA
5088,Poland,3,NA,70
5089,Poland,1,6,NA
5090,Poland,2,NA,NA
5091,Poland,NA,NA,NA
5092,Poland,NA,NA,NA
5093,Poland,3,NA,35
5094,Poland,NA,NA,NA
5095,Poland,NA,NA,NA
5096,Poland,NA,NA,NA
5097,Poland,2,NA,NA
5098,Poland,2,NA,NA
5099,Poland,2,NA,NA
5100,Poland,NA,NA,NA
5101,Poland,2,NA,NA
5102,Poland,3,NA,40
5103,Poland,2,NA,NA
5104,Poland,3,NA,-9
5105,Poland,2,NA,NA
5106,Poland,2,NA,NA
5107,Poland,3,NA,45
5108,Poland,NA,NA,NA
5109,Poland,2,NA,NA
5110,Poland,NA,NA,NA
5111,Poland,NA,NA,NA
5112,Poland,3,NA,20
5113,Poland,3,NA,40
5114,Poland,2,NA,NA
5115,Poland,2,NA,NA
5116,Poland,NA,NA,NA
5117,Poland,NA,NA,NA
5118,Poland,3,NA,10
5119,Poland,1,10,NA
5120,Poland,3,NA,25
5121,Russian Federation,3,NA,30
5122,Russian Federation,3,NA,20
5123,Russian Federation,2,NA,NA
5124,Russian Federation,3,NA,35
5125,Russian Federation,3,NA,5
5126,Russian Federation,3,NA,80
5127,Russian Federation,3,NA,90
5128,Russian Federation,3,NA,30
5129,Russian Federation,2,NA,NA
5130,Russian Federation,2,NA,NA
5131,Russian Federation,3,NA,40
5132,Russian Federation,NA,NA,NA
5133,Russian Federation,NA,NA,NA
5134,Russian Federation,3,NA,20
5135,Russian Federation,2,NA,NA
5136,Russian Federation,3,NA,20
5137,Russian Federation,NA,NA,NA
5138,Russian Federation,NA,NA,NA
5139,Russian Federation,NA,NA,NA
5140,Russian Federation,3,NA,50
5141,Russian Federation,3,NA,15
5142,Russian Federation,3,NA,80
5143,Russian Federation,3,NA,-9
5144,Russian Federation,2,NA,NA
5145,Russian Federation,2,NA,NA
5146,Russian Federation,3,NA,15
5147,Russian Federation,3,NA,40
5148,Russian Federation,-99,NA,NA
5149,Russian Federation,3,NA,-9
5150,Russian Federation,3,NA,15
5151,Russian Federation,3,NA,-9
5152,Russian Federation,2,NA,NA
5153,Russian Federation,2,NA,NA
5154,Russian Federation,3,NA,-9
5155,Russian Federation,3,NA,20
5156,Russian Federation,3,NA,30
5157,Russian Federation,3,NA,80
5158,Russian Federation,3,NA,10
5159,Russian Federation,3,NA,10
5160,Russian Federation,NA,NA,NA
5161,Russian Federation,2,NA,NA
5162,Russian Federation,NA,NA,NA
5163,Russian Federation,3,NA,20
5164,Russian Federation,NA,NA,NA
5165,Russian Federation,3,NA,60
5166,Russian Federation,NA,NA,NA
5167,Russian Federation,3,NA,25
5168,Russian Federation,3,NA,20
5169,Russian Federation,3,NA,30
5170,Russian Federation,NA,NA,NA
5171,Russian Federation,3,NA,70
5172,Russian Federation,NA,NA,NA
5173,Russian Federation,3,NA,50
5174,Russian Federation,3,NA,30
5175,Russian Federation,2,NA,NA
5176,Russian Federation,3,NA,10
5177,Russian Federation,3,NA,40
5178,Russian Federation,3,NA,40
5179,Russian Federation,3,NA,30
5180,Russian Federation,3,NA,40
5181,Russian Federation,3,NA,50
5182,Russian Federation,3,NA,25
5183,Russian Federation,NA,NA,NA
5184,Russian Federation,2,NA,NA
5185,Russian Federation,NA,NA,NA
5186,Russian Federation,3,NA,30
5187,Russian Federation,1,20,NA
5188,Russian Federation,2,NA,NA
5189,Russian Federation,3,NA,50
5190,Russian Federation,3,NA,30
5191,Russian Federation,NA,NA,NA
5192,Russian Federation,3,NA,90
5193,Russian Federation,NA,NA,NA
5194,Russian Federation,3,NA,75
5195,Russian Federation,3,NA,10
5196,Russian Federation,2,NA,NA
5197,Russian Federation,3,NA,10
5198,Russian Federation,3,NA,20
5199,Russian Federation,3,NA,10
5200,Russian Federation,2,NA,NA
5201,Russian Federation,3,NA,10
5202,Russian Federation,3,NA,40
5203,Russian Federation,3,NA,30
5204,Russian Federation,3,NA,30
5205,Russian Federation,3,NA,60
5206,Russian Federation,3,NA,50
5207,Russian Federation,3,NA,55
5208,Russian Federation,3,NA,25
5209,Russian Federation,NA,NA,NA
5210,Russian Federation,2,NA,NA
5211,Russian Federation,3,NA,15
5212,Russian Federation,3,NA,30
5213,Russian Federation,NA,NA,NA
5214,Russian Federation,2,NA,NA
5215,Russian Federation,NA,NA,NA
5216,Russian Federation,3,NA,60
5217,Russian Federation,3,NA,40
5218,Russian Federation,3,NA,15
5219,Russian Federation,3,NA,30
5220,Russian Federation,NA,NA,NA
5221,Russian Federation,2,NA,NA
5222,Russian Federation,3,NA,-9
5223,Russian Federation,3,NA,70
5224,Russian Federation,3,NA,50
5225,Russian Federation,3,NA,50
5226,Russian Federation,3,NA,30
5227,Russian Federation,2,NA,NA
5228,Russian Federation,3,NA,35
5229,Russian Federation,2,NA,NA
5230,Russian Federation,3,NA,25
5231,Russian Federation,3,NA,50
5232,Russian Federation,3,NA,20
5233,Russian Federation,2,NA,NA
5234,Russian Federation,3,NA,25
5235,Russian Federation,2,NA,NA
5236,Russian Federation,3,NA,15
5237,Russian Federation,NA,NA,NA
5238,Russian Federation,3,NA,20
5239,Russian Federation,2,NA,NA
5240,Russian Federation,3,NA,40
5241,Russian Federation,3,NA,15
5242,Russian Federation,NA,NA,NA
5243,Russian Federation,3,NA,30
5244,Russian Federation,3,NA,20
5245,Russian Federation,2,NA,NA
5246,Russian Federation,1,20,NA
5247,Russian Federation,3,NA,40
5248,Russian Federation,3,NA,50
5249,Russian Federation,2,NA,NA
5250,Russian Federation,3,NA,90
5251,Russian Federation,3,NA,20
5252,Russian Federation,3,NA,40
5253,Russian Federation,3,NA,50
5254,Russian Federation,3,NA,30
5255,Russian Federation,3,NA,30
5256,Russian Federation,3,NA,40
5257,Russian Federation,2,NA,NA
5258,Russian Federation,3,NA,85
5259,Russian Federation,2,NA,NA
5260,Russian Federation,3,NA,30
5261,Russian Federation,3,NA,40
5262,Russian Federation,3,NA,10
5263,Russian Federation,1,15,NA
5264,Russian Federation,3,NA,20
5265,Russian Federation,3,NA,15
5266,Russian Federation,3,NA,70
5267,Russian Federation,3,NA,10
5268,Russian Federation,NA,NA,NA
5269,Russian Federation,3,NA,30
5270,Russian Federation,3,NA,30
5271,Russian Federation,3,NA,30
5272,Russian Federation,3,NA,30
5273,Russian Federation,3,NA,100
5274,Russian Federation,3,NA,20
5275,Russian Federation,3,NA,100
5276,Russian Federation,3,NA,40
5277,Russian Federation,3,NA,100
5278,Russian Federation,3,NA,100
5279,Russian Federation,3,NA,50
5280,Russian Federation,2,NA,NA
5281,Russian Federation,3,NA,30
5282,Russian Federation,3,NA,10
5283,Russian Federation,NA,NA,NA
5284,Russian Federation,1,8,NA
5285,Russian Federation,3,NA,80
5286,Russian Federation,NA,NA,NA
5287,Russian Federation,2,NA,NA
5288,Russian Federation,3,NA,30
5289,Russian Federation,NA,NA,NA
5290,Russian Federation,3,NA,65
5291,Russian Federation,3,NA,50
5292,Russian Federation,3,NA,30
5293,Russian Federation,3,NA,90
5294,Russian Federation,3,NA,12
5295,Russian Federation,3,NA,10
5296,Russian Federation,NA,NA,NA
5297,Russian Federation,2,NA,NA
5298,Russian Federation,3,NA,40
5299,Russian Federation,2,NA,NA
5300,Russian Federation,3,NA,40
5301,Russian Federation,3,NA,30
5302,Russian Federation,3,NA,35
5303,Russian Federation,3,NA,20
5304,Russian Federation,3,NA,20
5305,Russian Federation,2,NA,NA
5306,Russian Federation,3,NA,50
5307,Russian Federation,3,NA,50
5308,Russian Federation,3,NA,10
5309,Russian Federation,2,NA,NA
5310,Russian Federation,3,NA,50
5311,Russian Federation,NA,NA,NA
5312,Russian Federation,3,NA,-9
5313,Russian Federation,3,NA,70
5314,Russian Federation,3,NA,15
5315,Russian Federation,NA,NA,NA
5316,Russian Federation,NA,NA,NA
5317,Russian Federation,3,NA,40
5318,Russian Federation,3,NA,40
5319,Russian Federation,2,NA,NA
5320,Russian Federation,2,NA,NA
5321,Russian Federation,2,NA,NA
5322,Russian Federation,3,NA,25
5323,Russian Federation,2,NA,NA
5324,Russian Federation,3,NA,15
5325,Russian Federation,3,NA,30
5326,Russian Federation,1,40,NA
5327,Russian Federation,3,NA,40
5328,Russian Federation,3,NA,5
5329,Russian Federation,3,NA,30
5330,Russian Federation,3,NA,15
5331,Russian Federation,3,NA,80
5332,Russian Federation,3,NA,15
5333,Russian Federation,2,NA,NA
5334,Russian Federation,1,20,NA
5335,Russian Federation,3,NA,30
5336,Russian Federation,3,NA,10
5337,Russian Federation,3,NA,30
5338,Russian Federation,3,NA,30
5339,Russian Federation,3,NA,80
5340,Russian Federation,NA,NA,NA
5341,Russian Federation,3,NA,40
5342,Russian Federation,2,NA,NA
5343,Russian Federation,3,NA,40
5344,Russian Federation,3,NA,30
5345,Russian Federation,3,NA,40
5346,Russian Federation,3,NA,20
5347,Russian Federation,3,NA,30
5348,Russian Federation,2,NA,NA
5349,Russian Federation,3,NA,40
5350,Russian Federation,NA,NA,NA
5351,Russian Federation,3,NA,12
5352,Russian Federation,3,NA,30
5353,Russian Federation,3,NA,50
5354,Russian Federation,3,NA,25
5355,Russian Federation,3,NA,80
5356,Russian Federation,NA,NA,NA
5357,Russian Federation,NA,NA,NA
5358,Russian Federation,3,NA,30
5359,Russian Federation,1,10,NA
5360,Russian Federation,3,NA,30
5361,Russian Federation,NA,NA,NA
5362,Russian Federation,3,NA,15
5363,Russian Federation,NA,NA,NA
5364,Russian Federation,3,NA,20
5365,Russian Federation,3,NA,35
5366,Russian Federation,2,NA,NA
5367,Russian Federation,3,NA,40
5368,Russian Federation,3,NA,30
5369,Russian Federation,3,NA,20
5370,Russian Federation,3,NA,20
5371,Russian Federation,3,NA,30
5372,Russian Federation,2,NA,NA
5373,Russian Federation,3,NA,40
5374,Russian Federation,3,NA,40
5375,Russian Federation,2,NA,NA
5376,Russian Federation,3,NA,30
5377,Russian Federation,3,NA,30
5378,Russian Federation,1,5,NA
5379,Russian Federation,2,NA,NA
5380,Russian Federation,3,NA,50
5381,Russian Federation,3,NA,40
5382,Russian Federation,2,NA,NA
5383,Russian Federation,NA,NA,NA
5384,Russian Federation,2,NA,NA
5385,Russian Federation,3,NA,40
5386,Russian Federation,NA,NA,NA
5387,Russian Federation,3,NA,50
5388,Russian Federation,NA,NA,NA
5389,Russian Federation,3,NA,10
5390,Russian Federation,NA,NA,NA
5391,Russian Federation,NA,NA,NA
5392,Russian Federation,3,NA,35
5393,Russian Federation,NA,NA,NA
5394,Russian Federation,3,NA,30
5395,Russian Federation,3,NA,40
5396,Russian Federation,3,NA,30
5397,Russian Federation,3,NA,40
5398,Russian Federation,3,NA,40
5399,Russian Federation,3,NA,40
5400,Russian Federation,NA,NA,NA
5401,Russian Federation,3,NA,30
5402,Russian Federation,3,NA,40
5403,Russian Federation,3,NA,15
5404,Russian Federation,3,NA,20
5405,Russian Federation,2,NA,NA
5406,Russian Federation,2,NA,NA
5407,Russian Federation,3,NA,40
5408,Russian Federation,2,NA,NA
5409,Russian Federation,NA,NA,NA
5410,Russian Federation,3,NA,20
5411,Russian Federation,NA,NA,NA
5412,Russian Federation,2,NA,NA
5413,Russian Federation,3,NA,15
5414,Russian Federation,NA,NA,NA
5415,Russian Federation,2,NA,NA
5416,Russian Federation,NA,NA,NA
5417,Russian Federation,3,NA,60
5418,Russian Federation,2,NA,NA
5419,Russian Federation,3,NA,60
5420,Russian Federation,2,NA,NA
5421,Russian Federation,NA,NA,NA
5422,Russian Federation,3,NA,15
5423,Russian Federation,NA,NA,NA
5424,Russian Federation,3,NA,50
5425,Russian Federation,3,NA,30
5426,Russian Federation,3,NA,40
5427,Russian Federation,3,NA,40
5428,Russian Federation,3,NA,30
5429,Russian Federation,NA,NA,NA
5430,Russian Federation,3,NA,40
5431,Russian Federation,2,NA,NA
5432,Russian Federation,2,NA,NA
5433,Russian Federation,2,NA,NA
5434,Russian Federation,3,NA,40
5435,Russian Federation,3,NA,40
5436,Russian Federation,2,NA,NA
5437,Russian Federation,3,NA,35
5438,Russian Federation,3,NA,20
5439,Russian Federation,2,NA,NA
5440,Russian Federation,3,NA,35
5441,Russian Federation,3,NA,15
5442,Russian Federation,3,NA,30
5443,Russian Federation,3,NA,30
5444,Russian Federation,NA,NA,NA
5445,Russian Federation,3,NA,30
5446,Russian Federation,3,NA,30
5447,Russian Federation,3,NA,70
5448,Russian Federation,3,NA,30
5449,Russian Federation,3,NA,30
5450,Russian Federation,3,NA,40
5451,Russian Federation,3,NA,80
5452,Russian Federation,3,NA,60
5453,Russian Federation,3,NA,30
5454,Russian Federation,2,NA,NA
5455,Russian Federation,NA,NA,NA
5456,Russian Federation,3,NA,70
5457,Russian Federation,3,NA,40
5458,Russian Federation,3,NA,20
5459,Russian Federation,3,NA,100
5460,Russian Federation,3,NA,30
5461,Russian Federation,2,NA,NA
5462,Russian Federation,2,NA,NA
5463,Russian Federation,3,NA,35
5464,Russian Federation,2,NA,NA
5465,Russian Federation,3,NA,50
5466,Russian Federation,1,20,NA
5467,Russian Federation,3,NA,30
5468,Russian Federation,3,NA,40
5469,Russian Federation,3,NA,40
5470,Russian Federation,3,NA,30
5471,Russian Federation,1,15,NA
5472,Russian Federation,3,NA,100
5473,Russian Federation,3,NA,70
5474,Russian Federation,3,NA,20
5475,Russian Federation,2,NA,NA
5476,Russian Federation,3,NA,25
5477,Russian Federation,3,NA,10
5478,Russian Federation,1,10,NA
5479,Russian Federation,3,NA,80
5480,Russian Federation,3,NA,30
5481,Russian Federation,3,NA,30
5482,Russian Federation,NA,NA,NA
5483,Russian Federation,2,NA,NA
5484,Russian Federation,-99,NA,NA
5485,Russian Federation,3,NA,40
5486,Russian Federation,3,NA,15
5487,Russian Federation,3,NA,25
5488,Russian Federation,1,20,NA
5489,Russian Federation,3,NA,30
5490,Russian Federation,3,NA,30
5491,Russian Federation,NA,NA,NA
5492,Russian Federation,3,NA,30
5493,Russian Federation,3,NA,25
5494,Russian Federation,3,NA,35
5495,Russian Federation,3,NA,30
5496,Russian Federation,NA,NA,NA
5497,Russian Federation,3,NA,30
5498,Russian Federation,3,NA,30
5499,Russian Federation,2,NA,NA
5500,Russian Federation,3,NA,20
5501,Russian Federation,1,8,NA
5502,Russian Federation,3,NA,30
5503,Russian Federation,NA,NA,NA
5504,Russian Federation,NA,NA,NA
5505,Russian Federation,3,NA,30
5506,Russian Federation,NA,NA,NA
5507,Russian Federation,2,NA,NA
5508,Russian Federation,3,NA,20
5509,Russian Federation,2,NA,NA
5510,Russian Federation,3,NA,12
5511,Russian Federation,3,NA,20
5512,Russian Federation,2,NA,NA
5513,Russian Federation,2,NA,NA
5514,Russian Federation,3,NA,99
5515,Russian Federation,3,NA,40
5516,Russian Federation,1,30,NA
5517,Russian Federation,2,NA,NA
5518,Russian Federation,3,NA,40
5519,Russian Federation,3,NA,50
5520,Russian Federation,3,NA,50
